Time,Number of drops per frame,rain on ground
2025-11-19T00:00:10.704801,0.25,
2025-11-19T03:00:18.513566,0.25,
2025-11-19T06:00:10.704023,0.15,
2025-11-19T07:03:12.420904,0.05,rain:0.875558078289032 
2025-11-19T07:04:49.196170,0.05,rain:0.7834575176239014 
2025-11-19T07:07:38.271483,0.05,
2025-11-19T07:08:26.635843,0.05,
2025-11-19T07:10:50.723120,0.15,
2025-11-19T07:11:38.724892,0.35000000000000003,
2025-11-19T07:13:38.741268,0.15,
2025-11-19T07:16:02.768752,0.05,
2025-11-19T07:16:50.837424,0.5,
2025-11-19T07:19:15.046575,0.15,
2025-11-19T07:29:16.165741,0.05,
2025-11-19T07:38:53.252173,0.15,
2025-11-19T07:48:30.252222,0.05,
2025-11-19T07:54:30.639016,0.15,
2025-11-19T08:02:09.136339,0.44999999999999996,
2025-11-19T08:05:21.525604,0.05,
2025-11-19T08:18:09.670886,0.05,
2025-11-19T08:30:34.060325,0.25,
2025-11-19T08:34:58.495727,0.25,
2025-11-19T08:44:58.332539,0.3,
2025-11-19T08:50:10.592538,0.05,
2025-11-19T08:50:58.629767,0.05,
2025-11-19T09:00:34.614183,0.25,
2025-11-19T09:04:34.810974,0.44999999999999996,
2025-11-19T09:10:12.740633,0.05,
2025-11-19T09:11:49.062900,0.05,
2025-11-19T09:12:13.106672,0.15,
2025-11-19T09:14:13.379989,0.15,
2025-11-19T09:15:01.465624,0.3,
2025-11-19T09:15:49.577098,0.3,
2025-11-19T09:20:14.254155,0.15,
2025-11-19T09:20:38.292129,0.15,
2025-11-19T09:27:27.423993,0.35000000000000003,rain:0.7927144169807434 
2025-11-19T09:29:03.694189,0.5,
2025-11-19T09:33:52.309909,0.2,rain:0.8456095457077026 
2025-11-19T09:34:16.386822,0.55,rain:0.8074997067451477 
2025-11-19T09:34:40.494118,0.7000000000000001,rain:0.8571506142616272 
2025-11-19T09:35:28.667356,0.05,rain:0.7784697413444519 
2025-11-19T09:35:52.753430,0.15,rain:0.7965126633644104 
2025-11-19T09:36:40.908950,0.55,rain:0.8581230640411377 
2025-11-19T09:39:05.462938,0.2,
2025-11-19T09:39:53.619894,2.5,rain:0.7985395789146423 
